用户ID,用户名,评分,评论内容,点赞数,发布时间,设备型号
539039476,1,3,玩是挺好玩的，但是一更新我打的存档和人物就都没了，玩了也有五六十个小时吧就这么没了，太让人火大了吧,,2025-03-01 12:17,Huawei Mate 50
699803972,.,5,接触的时候是朋友带我玩，后来迷上了这个游戏，觉得是我玩过的最好的一款,,2025-03-01 11:32,未提供
374694085,卓子布响丸辣,5,我的地图又没了 (*꒦ິ⌓꒦ີ),2,2025-03-01 11:15,未提供
706336680,我只是来玩泰拉瑞亚的,5,小时候没钱一直玩的盗版 现在有钱了 买了支持正品 支持tap tap,,2025-03-01 11:14,未提供
701828772,快乐的玩家会飞,5,以前在百度上面下过很好玩，但为什么我在这里下就硬件不支持了呢？有没有大佬能解答？,,2025-03-01 11:13,三星Galaxy A9s
68616888,入凌霄河,5,从小时候知道了这泰拉瑞亚这个游戏就一直想玩后来在浏览器里也玩过盗版直到前两年我知道Tap出了以后第一时间就买了玩了一段时间最早的时间都不知道有职业身上有啥装啥玩到现在也有全成就了但就买了希望手游能出摸组…,,2025-03-01 10:52,华为GFY-AL00
571686695,郢川,5,快出TMOD版🥰🥰<br />🎮可玩性：⭐⭐⭐⭐⭐⭐⭐⭐⭐,2,2024-12-21 14:34,未提供
439371827,轩轩,5,就是啥时候能加模组😇,,2025-03-01 07:02,vivo Y97
363248704,风来的粉丝,5,填写实名信息一直弹出“请填写有效的实名信息”真给我气笑了,,2025-03-01 01:13,华为荣耀9X
705313807,高,5,泰拉瑞亚，这款游戏不像其他沙盒类游戏，因为它玩不腻，神作之所以是神作是因为它懂得玩家的心，和王者或现在国产手游相比，被国产手游玩到破防也不在其数了。泰拉瑞亚不一样，泰拉瑞亚自由度非常高，只要你愿意你可以在里面养老（或者迫害渔夫），造自己喜欢的房子。<br />第一次打赢boss的喜悦感和通关游戏的喜悦感是其他游戏无可比拟的，因为它是最纯粹的，来源你内心深处的，有人可能会问：“一款游戏怎么可能有你说的那么神吗”或是泰拉新玩家说：“我怎么玩的越来越红温了啊，你是不是骗我们啊”我想对那些人说旅途没有终点，寻找好最初的自己，把遗忘的梦想重新安排上行程。第一次降临泰拉的感受，对这游戏感到新奇，连工作台都打不开，被史莱姆单杀，开局跑到邪恶环境送，到了夜晚直接变成坟墓环境最后只能挖三填一，挖墓碑结果连鬼魂都不过。这是不是刚玩泰拉的你。<br />总而言之，我不是为了写小作文，只是因为对这游戏的热爱，所以别看评论了，像这样的神作直接买吧！,21,2025-02-26 22:52,Realme真我GT Neo6 SE
624539582,对抗路发工资,3,为啥无法上传地图了？,,2025-02-28 22:10,Vivo U5x
101950748,千神,5,什么时候加入mod功能啊，实在懒得开电脑玩,1,2025-02-28 22:06,Vivo X100s
517440874,jjvghh,5,我心目中除了我的世界之外，生存游戏的唯一真神😁😁😁,,2025-02-28 21:01,未提供
544843961,列奥尼达,5,这款游戏我认为很有意思。就是战斗系统还能再改进,,2025-02-28 18:29,iPhone 11
23144259,星野(๑• . •๑)凉夏,3,挺爱玩这款游戏的，手机版没法装模组，但我的朋友都只玩手机。能不能加点摩托过来，哪怕收一点费用？,,2025-02-28 15:59,Realme真我GT6
409696104,User409696104,3,这么多年了，一直都不出创意工坊，一直都是这样，真的很无聊。当你steam上各种mod都玩通关的前提下你在手机端玩通关一次之后就不会再碰手机端的泰拉了。真的很没意思,,2025-02-28 13:25,小米15
431834223,ECHO,5,带有RPG元素的像素风建造游戏，自由度高，游戏性强，适合大部分游戏玩家,,2025-02-28 10:56,未提供
475726183,king,3,好玩是真的好玩，小时候和朋友玩的是1.2版本，松树块卡吸血鬼刀和腐化灾兵，都是童年回忆啊，游戏性没的说，满分<br />但是这现在联网了，天天卡退，这破闭服务器，我吐了呀,,2025-02-28 00:52,未提供
671537337,传奇孔圣孔牢二,4,肺雾向导，没有牢玩家带不建议入手，但是游戏很好玩,,2025-02-27 20:42,华为BLK-AL00
104361471,つ 凌夜轩 、,5,为啥手柄模式开不了啊……<br />手柄       盖世小鸡x5 lite typc接口的,,2025-02-27 20:42,Redmi K60
695255821,山阴,4,联机做的太拉胯了,,2025-02-27 19:44,Vivo V2417A
548959140,浩浩,5,也就玩了一年左右吧，把每个职业都通关了个遍，无聊的特别建议你玩一下买了绝对不亏没有两个月通关不来,,2025-02-27 19:24,荣耀 60 5G
706199582,天神,1,18元才能玩！,,2025-02-27 17:54,荣耀 畅玩30 Plus
41967602,丶Chaos,5,话说移动端可以搞mod吗。,,2025-02-27 16:49,华为BLK-AL80
639048515,平凡的小杨,3,老是死一点意思也没有,,2025-02-27 16:17,Vivo IQOO Neo8 Pro
414104933,陈 平 安,5,怎么删人物档感觉有神器的档打不过的时候老是想回去拿神器打,,2025-02-27 15:59,Vivo V2172A
69519888,睡一睡,5,游戏是好游戏就是一个人确实玩久了无聊,2,2025-02-27 10:59,未提供
429212026,飴飴,5,请给我忘记玩过这个游戏的机会<br />还是萌新的时候觉得这个游戏难然后找了一些外挂之类的，然后不久就觉得不好玩了玩起来很没劲,1,2025-02-27 04:19,Vivo IQOO Neo8
460313713,自侓,1,你跟你爹讲 我花18块钱 搁这里买了一个捏脸游戏？ 连个游戏角色都创不了 你说我玩什么东西？,,2025-02-27 01:27,Redmi K60
103055029,手机用户103055029,5,我在手机上玩的时间大概有上千个小时了，真的强推（有的东西还是要搜攻略哈哈）,,2025-02-27 00:32,荣耀畅玩 20
603461499,蕾米莉亚—斯卡雷特～,5,首先这游戏可以理解为2d版我的世界，不管是自由度还是boss，以及音乐都是满分的，说实话我可以玩一辈子都玩不腻，及时通关几次了，但还是忍不住打开这游戏，不愧是3大沙盒之一，让我上瘾了一个寒假😂,,2025-02-26 22:55,Vivo V2111A
438950965,¥ㄟ(´･ᴗ･`)ノ¥暴富,5,前几个月入的坑，前两天刚毕业，超好玩，收集党狂喜，各种材料，装备，饰品，各种boss，事件，真的好玩，还可以建家，总之，爱玩沙盒游戏的可以无脑入坑了😍😍,,2025-02-26 22:03,Vivo S19
39795531,三娃,5,好像没有第一次玩它时候的热情了，现在毎开一个新存档都玩不了多久，记得刚买的时候我开的是一个战士职业的，那个时候虽然不知道怎么玩，但是玩的就是很投入。一开始就能肝10多个小时完全感觉不到时间的流逝，一边查攻略一边肝进度非常投入。我打BOSS都非常喜欢用逃课打法，因为那样真的非常轻松，不需要太多的操作也能轻松打过，刚开始玩的时候什么都不知道甚至我用逃课打法有什候都会死很多次。后面慢慢知道打BOSS前还有很多准备工作，比如打BOSS前要喝很多加buff的药水来增加通过的几率。战士职业真的是最简单的一个职业了，它的毕业武器就是最强6+1之剑天顶剑。记得合成这把剑的时候我有一把什么剑一直刷不出来，我还会到装备房去问他们要。想想还真是好笑，泰拉瑞亚买了之后你可以自己单开一个多人游戏存档，用指令获取你任何想要的东西。千万不要相信装备房的那些让你付款的骗子！！只要你学会用指令。不会你可以在社区找到很多大佬发的指令格式，和泰拉瑞亚的全物品id。但是开荒的时候还是不要用指令拿超时期的武器，这个游戏还是要一步一步的探索一步一步的拿同时期的装备，才有意思。这个游戏你可以做一个主打战斗的玩家，也可以做一个建筑玩家。但是大家可能都会做主战斗的吧。毕竟战斗爽对吧。但是我还是很向往做一个建筑玩家，你可以从社区看到许多精美的建筑。我也希望我自己的存档也能做出那样子的房子，但是大家第一次玩可能会搭出一个嗯……火柴盒房子吧。。为了想成为建筑党搭出心中好看的房子和最的完美存档。我开了个新存档，是主走召唤师路线，为什么选召唤师，一是在建筑的时候不被怪物打搅，二就是召唤师嗯帅嘛，但是帅是帅会牺牲一部分防御力对比其他职业它的防御是最低的，至于我在玩这个存档打月总的时候，失败很多次，被打破防很多次。在打时候都没发现己经很晚了。本是打算四个职业都通关一次，然后把召唤师这个存档打造成我心中的梦想存档。但是在玩射手这个档的时候我发现我对这个游戏的热情好像耗尽了，从开始能玩10多个小时，到现在玩一小会就累了。可能是泰拉瑞亚它的内容真的太多了吧。你要问我这个游戏怎么样，它确实很不错！！！但是它的流程很长，每个阶段都有你该做的事。当我知道它的每个流程每个阶段该做什么后到还玩不下去了。做建筑党要学很多建筑技术，最后我也放弃了，自己一个方块一个方块搭出来的房子真的很有成就感和归属感真的感觉自己就住在里面住。这个游戏玩精玩透，还真不比王者荣耀带来的欢乐少呢！！！但是需要大量的时间和精力，我也是没有那么多时间和精力了。没有刚开始玩的时候那种热情啦。这个游戏还有很多特性，有刷钱的bug学会了金币绝对不会缼的，在PC端还有很多有意思的mood比如灾厄这个大形mood。这个游戏戏绝对能消耗你大部分的时间，我也是退坑了。不想花太多时间在游戏上了，现实中事还是要照顾的。神作就是神作，真就是应了泰拉瑞亚官方简介的话：挖掘，战斗，探索，建造!在这个动感十足的冒险游戏里没有什么是不可能的。世界是你的画布，地面是你的油漆。<br />拿起你的工具出发!制造武器和各种各样 收集资源创造你的世界所需要的一切。建造一栋房子，一个堡垒，甚至是一座城堡。可以买来玩玩兄弟们😘😘😘😘😘😘😘😘😘😘😘,229,2025-02-26 21:34,一加 Ace 2 pro
624994539,浅安时光,5,好玩，之前都是玩的别的版本的，现在买正版玩，之前几个版本也都通关了，就是附魔剑有点难拿到,,2025-02-26 20:56,Vivo V2012A
695980011,无洺,5,能远程联机或局域网联机吗,,2025-02-26 19:19,OPPO Reno标准版
630084588,哈哈哈,5,爱玩，但是为什么更新了之前的地图存档没了😭😭😭,,2025-02-26 19:03,未提供
702709463,流星帅帅的,5,玩了40+小时终于打败月总通关了，遥想当初开局被史莱姆单杀，到现在已经可以打过很多B0SS了。总之四个字，神作，好玩！,2,2025-02-26 18:54,未提供
609969255,浅洛阳,2,本来就是为了冲着联机模式来玩的，结果联机模式下打个boss一直卡帧，boss总是莫名其妙闪脸上和突然消失又出现，boss弹幕也是不知道多少帧弹幕结合到一起然后同时出现<br />联机房间一堆倒卖装备的，刷装备的。就是那种明明肝那么久，好不容易凭实力花那么多时间肝出来的东西，结果别人随随便便乞讨一下就能得，这种落差感真的好大啊。<br />如果冲着玩这个游戏的单机玩法的，还是没什么大问题，如果冲着联机玩法来的或者想接触联机的，就不推荐了<br />一星给游戏情怀 一星给单机玩法再多的就给不了了，希望能改善,,2025-02-26 16:56,未提供
20412435,芥氪,5,什么时候可以出mod玩哇～期待!希望可以快点出,,2025-02-26 15:17,未提供
533182767,当条咸鱼,5,那我问你，爆料这么久，1.4.5什么时候更新,,2025-02-26 13:40,Vivo V2134A
349658569,避难所,5,🔨DIY自由度：极高<br />🏝️世界开放度：高<br />🎮可玩性：对新手相当不友好,1,2025-02-26 12:54,荣耀 50
697971049,有智慧的诸侯,1,打了一晚上血月打完捡掉落物我鲨牙项链和猪猪存钱罐直接消失了，钱还在，我请问是怪物给我顺走了还是直接转化成金币了,2,2025-02-26 01:25,iPhone 16
626007204,hu先森,5,不推荐，容易玩到凌晨4点然后第二天被困死,2,2025-02-26 00:07,未提供
661409590,阿龙,5,愣着干什么呀赶紧买😏😏😏,,2025-02-25 18:31,华为 Enjoy 20 SE
433667083,93r,1,游戏本体好玩，心动运营一言难尽，bug不修，卖存档不管，联机环境一言难尽，论坛发个帖子还能被屏蔽，心动你真无敌了😅,1,2025-02-25 16:11,小米Xiaomi 14
517882203,郭废鱼,5,好玩愿玩，MOD什么时候有啊,,2025-02-25 18:23, iQOO Neo7 SE
571337715,吐司边,1,不知道为啥之前买过一次，更新了以后又让我付钱,,2025-02-25 18:20,Vivo V2047A
69900918,小旗子QwQ,5,这游戏不好玩，别看了，不信看我主页，根本玩不了几个小时。😂😋,,2025-02-25 16:06,Honor X20 SE
70002635,Excalibur,4,联机太春竹了,,2025-02-25 12:45,Vivo IQOO Z9 Turbo
528895001,珂朵莉,5,什么时候开放创意工坊🙃,,2025-02-25 12:43,一加手机Ace 3V
370897690,唢呐,5,什么时候才能更新新装备新BOOS啊😐难道这些东西已经到顶了吗,,2025-02-25 12:40,小米Xiaomi 14 Pro
521001904,橙子dwd,5,我为什么创建不了角色？,,2025-02-24 22:26,OPPO R9sk
624564585,聆伶泠,5,非常好玩，真是超高自由度,,2025-02-24 22:25,未提供
705315468,6698,5,如果是自己或者跟朋友玩的话还是比较推荐的，但是跟朋友联机要注意一点，房间开仅好友可见就行了千万不要让其他人进来，我就有过一次经历。<br />游戏可玩性还是很高的值得推荐,,2025-02-24 21:33,iQOO Neo 5
695096665,咯来咯,4,没玩明白走到有个火把的山洞然后就出不来了😂,,2025-02-24 21:25,红米 K70
111998795,泷-,5,实际游玩大概在1000h左右，因为实在不喜欢更新后的界面Ui就不继续玩了😖。这应该是我在tap⬆️买的第二款游戏（第一部是很早之前买的艾希），感谢这部游戏让我接触到了神作这一概念。本人之前的游戏经历基本上只有王者，原神之类的竞技or卖卡游戏，一部纯单机无内购的产品真的可以让你爽玩一次性畅玩所有的游戏内容。<br />说回游戏，本人属于是作死爱好者，第一次开荒就选择了大师难度，然后30小时打过了史莱姆王😃（我甚至不知道怎么打boss 是出了史莱姆雨事件打的）后面学会了上网摸索攻略，打过了克眼，蜂后，肉山，中间不知道死了几回。特别是打蜂后，造场地被小蜜蜂毒死了好多回。后面到了肉后就舒服了一点，打了个哥布林事件爆了飞刀（忘记叫什么了），然后拿着这个打了机械骷髅头（好像3遍就过了）然后就直接做了神圣套😃 因为我真的不喜欢挖矿，这时候身上穿的还是肉前的套装。后面就感觉没那么坐牢了，每个boss都是打了五六遍差不多就过了，可能是手机的自动锁定很好用的缘故。直到打猪鲨死了几十回😅，我才开始认真的研究走位，造了个大场地，吃满了buff才打过去。至于后面的boss我没啥印象了，都是一次就差不多过了，月总打的时候不知道是不是有bug，一直不发射激光😇，导致我感觉这个最后boss很没有排面（甚至没有那4根柱子难打）<br />可能我说起来很短暂，但是这个档我打了块500小时，中间一直在死死死，直到了大后期菜死的少一点。而我这个档打完的时候也到了差不多高中，没有什么连贯的时间支撑我玩下去一个档了。这正是如此，除了以后打完过一个专家模式的流程和打了一个白天光女我基本没有再通关过大师了，我的旅程也就到了这里。最后一次游玩应该是在和饥荒联动更新后，UI改的我真的很不舒服，怎么调整都不习惯（那个小齿轮我真的想把它屏蔽了😅）<br />如今首页又刷到了这款游戏，你问我推不推荐你玩，十分推荐。这部游戏只要你能够玩进去，就是第一等的神作。自由度，可玩性在我如今的游戏经历里面也是独一份的。<br />以上 献给我的旅程。（补一张当初高考前一天的照片）,78,2025-02-24 12:22,Vivo IQOO 12
534986147,暗夜幽林,5,这游戏整体来说一点问题没有但是它在远程联机的时候总是莫名网卡（手机信号还贼好），它卡也就不说啥了关键是它在卡的时候会让怪穿墙，让草药有几率不掉落，这就很烦了。我和我的朋友们一起玩的时候就是一直玩一直被恶心，我怀疑过手机问题但是重启了n次后我发现不是手机问题。忘作者大大早日优化,,2025-02-24 03:02,小米 Redmi Note 9 5G
609675077,？？,5,不是哥们儿1.4.5还没更新啊。我等太久了吧，哥们。想着新版本重新入坑一次。,,2025-02-24 02:11,Huawei Enjoy 60 Pro
639278530,雨瞳,5,蓝头工匠给我护佑！！！劳资十铂金下去一个护佑没有！！,1,2025-02-24 00:01,Vivo V2068A
593883261,顾辞^,5,我觉得这个游戏挺好玩的，平时学习还有工作压力大的时候，都可以玩泰拉瑞亚放松一下，还可以跟朋友一起玩。,,2025-02-23 19:21,华为Mate 9
584286715,你们好,5,我的问题吗？我怎么用不了泰拉百科了？,,2025-02-23 17:58,OPPO Reno4中国版
70449759,手机用户70449759,5,我玩过最好玩的游戏，没有之一，已经玩了300多小时了,,2025-02-23 15:59,Oppo A58
425395702,asdfghjkl,1,我给一星不是因为游戏可玩性问题，而是因为出现了个恶性bug，我就几天没玩我存档就没了，没就算了还可以再打，但是为什么创不了人物？我创了个人物后并没有出现在页面。这里希望官方大大可以帮我处理下这个问题，希望官方大大可以看到这条评论。,1,2025-02-23 15:55,未提供
58339406,小名二,5,1.4.5什么时候更新呀,,2025-02-23 13:48,Xiaodu XDH-25-B3
341477159,User341477159,5,为爱发电的游戏 无须多言,,2025-02-23 13:31,iPhone 11
609777990,电老,5,可不可以下载模组,,2025-02-23 12:00,OPPO A72
542431152,一隅偏安,5,之前删过一回，存档不见了能找回来吗,,2025-02-23 10:19,一加手机Ace 3V
29039509,手机用户29039509,2,这个游戏的操作没有那种两个键的好这个游戏的操作按钮太多了，没有那种两个键的按键的好。那两个按键的好操作，以前那种两个按键的好操作，这个不好操作。按钮太多了，很烦我就认为他是垃圾游戏，因为按钮太多了。我的认为你是怎样好玩怎样才是好游戏，按钮那么多也是一种烦恼,,2025-02-23 09:22,OPPO A56 5G
420864757,桃小信,5,泰 拉 瑞 亚 是 一 款 优 秀 的 游 戏，操 作 简 单，风 格 多 样，界  面 时 尚，老 少 皆 宜；如 果 觉 得 游 戏 弱，一 定 是 我 自 己的 问 题；如 果 是 游 戏 卡，那 就 一 定 是我 手 机 的 问 题，策 划 深 懂 玩 家 内 心，与 玩 家 同 为 一 心，是 游 戏 中 的 豪 杰！什么时候出插件😁,1,2025-02-23 01:16,Redmi K60
650356725,愿田满穗,5,为什么我用右摇杆无法调攻击方向，求答案😭😭,,2025-02-23 01:16,vivo X27
705165913,三金,2,不是 你这操作模式啥东西 才买完就被你操作模式全退 老操作模式套一个不行嘛 白瞎18快,,2025-02-23 00:28,HONOR 100
426192297,无名小卒,3,什么时候手游能更新1.4.5😐,,2025-02-22 23:50,一加手机Ace竞速版
700285008,畅通,5,优秀，作为三大沙盒生存游戏之一，实力无需多言，建议移动端简化按键,,2025-02-22 23:41,未提供
422275699,哈利波特,5,快出MOD吧我想玩灾厄😫,,2025-02-22 23:32,HUAWEI Nova 9
384820510,blibliOK(ゝω・´★),4,什么时候更新出创意工坊,,2025-02-22 23:16,Vivo IQOO Z9 Turbo
103813904,是子函吖,5,🔨DIY自由度：<br />自由度级高，沙盒三巨头,,2025-02-22 23:15,Vivo V2156A
650222126,(0_o),5,本人加上Steam一共买了四份泰拉<br />在我个人心中这是沙盒三巨头中最好玩的一位<br />也很难想象喜欢沙盒的究竟还有谁没买泰拉（,,2025-02-22 23:08,OPPO A系列
70149386,(ಡωಡ)hiahiahia ,5,刚开始玩的是盗版的，不知道正版在哪里下载，直到战士更新了之后（1，4，3）我朋友告诉我要在tap tap上面买，当时的我真的非常激动，正好是国庆节，买了之后直接体验新版的战士，除了前期有点牢以外，后期的强度根本不是其他职业可以比的，但是后来去玩大师，对于我这种眼睛不好的人，发现召唤师打怪甚至都不用动手，你的召唤物就会帮你打人，对于那种贴脸的怪，基本摸不着你，然后没有容错率身上的饰品全叠防御，打Boss的时候随便喝点药水（铁皮迅捷恢复）刚刚肉60多的防御，自我感觉基本死不了，就是对于新手不太友好，许多新手不习惯单手走位，打BOSS会十分坐牢 大师模式的话，打不过的boss多打几遍就过了，但是要背板，要分析boss的攻击方式，玩多了，手速也会变快😁😁打王者秒换三装都没问题😆,34,2025-02-22 19:39,小米2312DRA50C
455697103,你干嘛……哎呦,5,当年这玩意出的时候（那是还不是心动代理），网上很火，但灭的也快（可能第一代代理商确实做的垃圾），我对于这款游戏的映象是我表哥（基本是我游戏启萌引导人了），我对于高画质没什么兴趣，他的独特像素风格和冒险以及boss和突发事件对于当时的吸引力太大了，但是，我的第一个泰拉不是正版，他是第一个让我心肝情愿的去找攻略玩的游戏，后来买了正版，又登了steam买了电脑版，他真的很好，一个2D游戏，却凭着丰富的游戏内容能和我的世界和饥荒掰掰手腕，18元，确实值得,1,2022-06-08 14:41,未提供
30320973,慢人🎱,5,这是好游戏跟凉屋的元气骑士同等,1,2025-02-22 18:55,Vivo IQOO Pad
513344531,彩虹朋友（灰色）,5,豪丸！超级好玩！感觉跟中毒了一样，不过为什么我的无底水桶变成锤斧了？（原本有两个无底水桶，整理一下背包就只剩一个了，锤斧多了一把，甚至属性都是一样的）<br />修改：为什么有些东西我合成不了啊，巨石雕像的材料巨石和石块以及重型工作台我都有但就是找不到合成,1,2025-02-11 15:09,Maimang 9
49567672,给你一肘,4,联机上传云端，但是没有提示退出时要打指令关闭房间存档。直接卡掉我俩小时的进度，难绷。希望联机做的更方便，延迟更低点吧，和朋友开荒打很多boss都很卡😂 pcpe端老玩家，这次和朋友玩到四柱就没完了，继续改进吧,,2025-02-22 18:02,小米24117RK2CC
705265316,66,3,为什么我只能玩旅途，普通都玩不了,,2025-02-22 17:46,OPPO A52中国版
500012051,谷凌.,5,官方可以修改物品数量的字体吗？看起来好模糊😓,,2025-02-22 17:46,红米K20 Pro
56551259,Weather,5,上手玩了几个小时，游戏自由度高，有极高的可玩性，我还做了一些简单的小建筑😉,,2025-02-22 17:28,未提供
64900162,手机用户64900162,3,萌新刚入手两天，确实好玩可玩性很高，就是百科能不能赶紧维护好，萌新实在找不到方向玩，各种道具不知道拿什么材料制作,,2025-02-22 17:10,小米Xiaomi 14
318002442,陈sir的勾,2,养蜂人有问题啊，为什么一直锁定一个攻击方向，不能换方向攻击啊,,2025-02-22 17:05,Vivo IQOO Neo8
649754182,爱打月总的拜月教徒,5,入门有点难，但很好玩，值得入手,,2025-02-22 16:56,未提供
433984313,无,5,没法创建角色怎么办，能到上限，但没角色,,2025-02-22 16:38,OPPO A52中国版
696162228,亿只鱼666,5,所以这两个有什么区别？,,2025-02-22 15:56,OPPO R11s
7972646,人死后去电影院,4,东西是不错的 可惜玩不惯2d,,2025-02-22 15:46,小米Xiaomi 14
688835013,😋,5,请问怎么退款,,2025-02-22 14:57,未提供
702546000,刘松,5,可玩性很高设定也很新奇自由度高,,2025-02-22 14:34,未提供
558361258,火车头,4,这款泰拉瑞亚能装模组吗？,,2025-02-22 11:38,华为LEM-AL00
570381672,李子,5,官方可不可以来个活动免费获得这款游戏国际服实在玩腻了而且没号还难搞虽然我有MT管理器可以保存存档但很想支持国服泰拉瑞亚求求你了官方😭😭😭😭😭,,2025-02-22 11:35,OPPO K7x中国版
413127161,阴间人,5,什么时候能搞模组啊😭😭,1,2022-06-23 22:05,一加手机Ace 3
478048348,开朗家族,5,全成就咋整啊最后一个净化猩红之地那个,,2025-02-22 10:57,Vivo Z3i
325220201,起风了🍃,1,手机版完全摸不着头脑，画质垃圾，谨慎入手。,1,2025-02-22 10:19,Huawei P60 Pro
636502482,久厶,5,个人感觉还是很好玩的，这款游戏无论对谁来说都是神作，祝广大泰拉玩家都有一个属于自己的泰拉世界，但是希望tap tap官方以后可以卖便宜一点儿，18块钱对我零花钱的伤害还是太大了,,2025-02-22 09:11,Vivo V1829A
610952467,TapTap,5,蹲免费🤓应该还要过几年,,2025-02-22 07:55,HONOR CLK-AN00
459469433,阿帽,5,累死我了，结果才挖这么一点,,2025-02-22 07:03,OPPO A56 5G
320515416,渊冥,5,有没有人一起开黑的呀？一个人玩比较无聊,,2025-02-21 23:16,Vivo IQOO Neo9
689302305,鼬真传,3,好难，熔炉到底怎么做？,,2025-02-21 21:48,Honor X50i 
611723392,114514,5,好，从1.2开始玩，虽然没奥库瑞姆了，但是还是很好(指天顶世界美杜莎),,2025-02-21 20:22,Vivo V1936AL
565147146,包夹华为,5,白光好难啊,,2025-02-21 18:32,HUAWEI MatePad SE
702008460,义兰,5,自由度超高，游戏体验很棒,,2025-02-21 16:42,HONOR CLK-AN00
530375103,GGbond,5,我是在1.2版本的时候入坑泰拉瑞亚的 后来月总出来就没再玩过 现在又开始重新通关了一张图 可玩性非常高 真实和自由度也非常高 NPC和宠物的新增对游戏润色了也很好 是一款非常好玩的游戏 推荐呀！,,2025-02-21 14:36,Huawei MatePad Pro 10.8
347647737,离谱,5,我要mod😓😅😫<br />到底能有mod吗？,4,2025-02-21 00:07,未提供
478332125,Swrv,3,国服被和谐的太严重了吧？,,2025-02-20 23:34,华硕ROG Phone 9 Pro
361824978,嘚嘚嘚嘚嘚嘚嘚嘚嘚嘚嘚嘚嘚嘚,5,神中神，手游什么时候可以加模组,,2025-02-20 21:31,Vivo V2417A
678859783,平底郭,3,感觉大致和端游一样，可是操作界面玩的让人不是很舒服，我也看了自定义，不能改方向键，方向键会让人强制掉头，攻击键尽然不比方向键优先级高，如果这个不能改打BOSS会很难受的，希望官方考虑考虑,,2025-02-20 18:56,小米24117RK2CC
418191710,杰拉多尼,5,小学玩到现在,,2025-02-20 17:24,iPhone 16 Pro
688716660,艾伦·耶格尔,1,为什么我购买完成之后，这两天要更新，我在回来看就要花钱了😡,1,2025-02-20 08:50,OPPO Reno12
566597824,狂暴小熊,5,很不错的游戏建议多人联机更有意思,,2025-02-20 03:05,荣耀 V30
625555665,落星残雪,5,经典中的经典，伟大无需多言。,,2025-02-20 00:54,Vivo V2314A
511935712,王某,1,心动扣4分剩下一分给泰拉瑞亚,,2025-02-19 23:27,荣耀 60 5G
388834210,1,2,莫名其妙的  退了  下次再上线  吞了我上次玩的  我这才玩多久就吞了俩次了   能不能别这么抽象,,2025-02-19 23:21,Redmi K50
418230132,笙,5,本人玩的时间比较短，但是至少是有几个单人档过了的（打的菜打不过白光）<br />🎮可玩性：<br />泰拉瑞亚的可玩性很高了，做装备打boss什么的，大部分boss打不过都是多打几遍摸清招式就很好打的，虽然ui有点拉但是新上手很快就能适应<br />🌃画面音乐：<br />泰拉瑞亚作为像素风2d游戏在画面上做的也是很好的，在像素风游戏内可以算是很高的水平了<br />音乐我就要说一下我个人，刚开始听到猩红和腐化地形的背景音乐第一反应就是不想在这里探险，当时觉得这个地形的音乐搭配画面就是有一种让我排斥的感觉，这点做的是很好的<br />🔨DIY自由度：<br />在泰拉瑞亚不仅可以建好看的房子（当然大部分都是监狱），更可以用各种饰品染料来捏自己喜欢的角色，很多地方有教程，基本对着教程捏就随便捏出来的<br />最后希望泰拉瑞亚越来越好，毕竟也是承载了很多回忆的,26,2025-02-19 23:15,vivo Y200i
512587413,粑粑,5,不如国际服😋还可以和电脑联机，但国服还是可以的,,2025-02-19 23:02,Vivo IQOO Neo9 Pro
34580856,千里,5,什么时候能加模组就更好了,3,2025-02-19 22:41,未提供
702135887,心思缜密的村民,5,好玩的游戏，就是操作不会搞,2,2025-02-19 22:00,iPhone 8 Plus
395981718,自信的小伙,5,为什么更新完我的地图存档不见了😭,,2022-05-01 20:41,红米 K70
561157310,BIG shot,5,整款游戏玩下来都非常好。有个小问题就是什么时候可以把模组功能做出来。,2,2025-02-19 20:43,Vivo V2130A
520754480,久怀,5,好玩，爱玩，喜欢玩。老方块人了，普通和专家随便过，大师被当傻子打，我以前的游戏时长不见了，现在下回来玩了一会儿成功破防了。之前的地图上传云端了下回来发现没了但人物还在，大家知道怎么回复地图吗。,,2025-02-19 17:37,Oppo K9s
2612461,佰厌仔,5,这游戏到底怎么玩的，买了很久也放了很久了。这么多人说好玩。到底怎么玩？求教,,2025-02-19 11:17,Redmi Note 12 Turbo
635612018,800破2,4,游戏是很好玩，但是我换了个账号，就登录不进去了，说我没购买游戏,,2025-02-19 06:22,Vivo V2143A
696813749,hdhdjdjdj,5,还不错的顶级水平。我从1.2$的奥库瑞姆玩的,,2025-02-18 23:47,三星Galaxy S20 Ultra 5G
591554487,刚刚刚刚刚发货发广东,5,好玩，但是买装备的太多了，一开联机房打开任意一个难度的分类房间全是“就是一块”什么时候制裁一下,1,2025-02-18 23:43,华为Mate 20
443006915,亚-dang.,5,都挺好的就是教程......玩一会就要去视频平台搜索,1,2025-02-18 23:24,华为P40 Pro
402986116,我的爱被风吹,5,游戏很好玩，但不过有一个bug就捡不起来东西了。,,2025-02-18 23:24,小米NX729J
521814569,林中鸟,5,这个游戏有看全图地图的软件吗？,,2025-02-18 22:48,小米22101316UCP
368307417,仙人♛,1,不是我玩那么久的存档昨天刚玩完今天就没有了，玩了整整三个月啊箱子里面的东西都没有了，你这让我怎么玩？,,2025-02-18 21:54,vivo Y3
423522102,战魂不屈,5,我想玩灾厄模组。😭😭😭,2,2025-02-18 21:38,一加手机Ace竞速版
